PartitionKey,RowKey,Timestamp,definition
"noun:01,2,04,2,11,0,058,",salientia,2016-01-30T00:36:36.711Z," frogs, toads, tree toads  "
"noun:01,2,04,2,11,0,059,",gymnophiona,2016-01-30T00:36:49.772Z, an order of amphibians including caecilians  
"noun:01,2,04,2,11,0,060,",labyrinthodontia,2016-01-30T00:36:50.371Z, extinct amphibians typically resembling heavy-bodied salamanders or crocodiles and having a solid flattened skull and conical teeth; Devonian through Triassic  
"noun:01,2,04,2,11,0,061,",stereospondyli,2016-01-30T00:36:50.772Z," formerly a suborder of Stegocephalia; amphibia having vertebrae whose component elements are fused into a single piece; ""most vertebrates are stereospondylous""  "
"noun:01,2,04,2,11,0,062,",stegocephalia,2016-01-30T00:36:50.892Z, in former classifications a division of class Amphibia comprising all pre-Jurassic and some later extinct large salamandriform amphibia  
"noun:01,2,04,2,11,0,063,",temnospondyli,2016-01-30T00:36:51.016Z, formerly a suborder of Stegocephalia; large Carboniferous and Permian amphibians having vertebrae in which some elements remain separate  
"noun:01,2,04,2,11,0,064,",chelonia,2016-01-30T00:36:52.190Z, tortoises and turtles  
"noun:01,2,04,2,11,0,065,",rhynchocephalia,2016-01-30T00:37:00.121Z, tuataras; extinct forms from middle Triassic  
"noun:01,2,04,2,11,0,066,",squamata,2016-01-30T00:37:00.722Z, diapsid reptiles: snakes and lizards  
"noun:01,2,04,2,11,0,067,",sauria,2016-01-30T00:37:00.923Z, true lizards; including chameleons and geckos  
"noun:01,2,04,2,11,0,068,",crocodylia,2016-01-30T00:37:21.356Z, crocodiles; alligators; caimans; gavials  
"noun:01,2,04,2,11,0,069,",loricata,2016-01-30T00:37:21.553Z, former name for the order Crocodylia  
"noun:01,2,04,2,11,0,070,",ornithischia,2016-01-30T00:37:25.030Z, extinct terrestrial reptiles having bird-like pelvises: armored dinosaurs (thyreophorans); boneheaded and horned dinosaurs (marginocephalians); duck-billed dinosaurs (euronithopods)  
"noun:01,2,04,2,11,0,071,",thyreophora,2016-01-30T00:37:26.190Z, armored dinosaurs: stegosaurs and ankylosaurs  
"noun:01,2,04,2,11,0,072,",marginocephalia,2016-01-30T00:37:27.096Z, includes boneheaded (pachycephalosaurs) and horned (ceratopsian) dinosaurs  
"noun:01,2,04,2,11,0,073,",suborder pachycephalosaurus,2016-01-30T00:37:27.223Z, boneheaded dinosaurs; late Cretaceous  
"noun:01,2,04,2,11,0,074,",ceratopsia,2016-01-30T00:37:27.617Z, horned dinosaurs  
"noun:01,2,04,2,11,0,075,",euronithopoda,2016-01-30T00:37:29.358Z," widespread group including duck-billed dinosaurs and their early relatives (hadrosaurs, trachodon and iguanodon)  "
"noun:01,2,04,2,11,0,076,",saurischia,2016-01-30T00:37:31.376Z, extinct terrestrial reptiles: theropods (carnivorous); sauropods (herbivorous)  
"noun:01,2,04,2,11,0,077,",sauropodomorpha,2016-01-30T00:37:31.671Z," gigantic herbivorous dinosaurs having huge bodies with long necks and small heads: Prosauropoda and Sauropoda (apatosaurus, diplodocus and titanosaurs)  "
"noun:01,2,04,2,11,0,078,",prosauropoda,2016-01-30T00:37:31.792Z, the earliest known dinosaurs  
"noun:01,2,04,2,11,0,079,",sauropoda,2016-01-30T00:37:31.912Z, any of the sauropod dinosaurs  
"noun:01,2,04,2,11,0,080,",theropoda,2016-01-30T00:37:34.112Z, carnivorous saurischian dinosaurs with short forelimbs; Jurassic and Cretaceous  
"noun:01,2,04,2,11,0,081,",suborder ceratosaura,2016-01-30T00:37:34.419Z, primitive saurischian dinosaurs  
"noun:01,2,04,2,11,0,082,",carnosaura,2016-01-30T00:37:35.113Z, largest carnivorous land animals ever known  
"noun:01,2,04,2,11,0,083,",ornithomimida,2016-01-30T00:37:37.008Z, lightly built medium-size theropods  
"noun:01,2,04,2,11,0,084,",maniraptora,2016-01-30T00:37:37.992Z, advanced theropods including oviraptorids and dromaeosaurs and possibly even modern birds  
"noun:01,2,04,2,11,0,085,",therapsida,2016-01-30T00:37:40.463Z, extinct mammal-like reptiles found inhabiting all continents from the mid Permian to late Triassic  
"noun:01,2,04,2,11,0,086,",ictodosauria,2016-01-30T00:37:42.050Z, extinct reptiles of the later Triassic period  
"noun:01,2,04,2,11,0,087,",pelycosauria,2016-01-30T00:37:42.390Z, edaphosaurus; dimetrodon  
"noun:01,2,04,2,11,0,088,",pterosauria,2016-01-30T00:37:43.255Z, extinct flying reptiles: pterosaurs  
"noun:01,2,04,2,11,0,089,",thecodontia,2016-01-30T00:37:44.125Z, extinct terrestrial reptiles having teeth set in sockets; of the late Permian to Triassic  
"noun:01,2,04,2,11,0,090,",ichthyosauria,2016-01-30T00:37:44.367Z, extinct marine reptiles: ichthyosaurs  
"noun:01,2,04,2,11,0,091,",sauropterygia,2016-01-30T00:37:45.220Z, extinct marine reptiles: plesiosaurs; nothosaurs  
"noun:01,2,04,2,11,0,092,",plesiosauria,2016-01-30T00:37:45.341Z, any of the plesiosaurs  
"noun:01,2,04,2,11,0,093,",nothosauria,2016-01-30T00:37:45.706Z, a suborder of Sauropterygia  
"noun:01,2,04,2,11,0,094,",serpentes,2016-01-30T00:37:46.060Z, snakes  
"noun:01,2,04,2,11,0,095,",phalangida,2016-01-30T00:38:17.163Z, harvestmen  
"noun:01,2,04,2,11,0,096,",scorpionida,2016-01-30T00:38:17.746Z, true scorpions  
"noun:01,2,04,2,11,0,097,",chelonethida,2016-01-30T00:38:18.063Z, false scorpions  
"noun:01,2,04,2,11,0,098,",pedipalpi,2016-01-30T00:38:18.838Z, whip scorpions  
"noun:01,2,04,2,11,0,099,",araneae,2016-01-30T00:38:19.473Z, spiders  
"noun:01,2,04,2,11,0,100,",acarina,2016-01-30T00:38:22.836Z, mites and ticks  
"noun:01,2,04,2,11,0,101,",geophilomorpha,2016-01-30T00:38:31.163Z, small elongate centipedes living in soil and under stones and having more than 30 pairs of legs  
"noun:01,2,04,2,11,0,102,",pycnogonida,2016-01-30T00:38:31.774Z, sea spiders  
"noun:01,2,04,2,11,0,103,",xiphosura,2016-01-30T00:38:32.195Z, horseshoe crabs and extinct forms  
"noun:01,2,04,2,11,0,104,",eurypterida,2016-01-30T00:38:33.011Z, extinct aquatic arthropods of the Paleozoic  
"noun:01,2,04,2,11,0,105,",galliformes,2016-01-30T00:38:33.703Z, pheasants; turkeys; grouse; partridges; quails; chickens; brush turkeys; curassows; hoatzins  
"noun:01,2,04,2,11,0,106,",tinamiformes,2016-01-30T00:38:58.236Z, coextensive with the family Tinamidae  
"noun:01,2,04,2,11,0,107,",columbiformes,2016-01-30T00:38:58.751Z, sand grouse; pigeons; doves; extinct dodos and solitaires  
"noun:01,2,04,2,11,0,108,",psittaciformes,2016-01-30T00:39:05.262Z, an order of birds including parrots and amazons and cockatoos and lorikeets and lories and macaws and parakeets  
"noun:01,2,04,2,11,0,109,",cuculiformes,2016-01-30T00:39:10.611Z, cuckoos; touracos; etc.  
"noun:01,2,04,2,11,0,110,",coraciiformes,2016-01-30T00:39:14.113Z, rollers; kingfishers; hornbills; hoopoes; motmots; bee eaters; todies  
"noun:01,2,04,2,11,0,111,",picariae,2016-01-30T00:39:14.308Z, term used in some classifications as nearly equivalent to the order Coraciiformes  
"noun:01,2,04,2,11,0,112,",apodiformes,2016-01-30T00:39:20.921Z, swifts; hummingbirds  
"noun:01,2,04,2,11,0,113,",caprimulgiformes,2016-01-30T00:39:24.083Z, goatsuckers; frogmouths; oilbirds  
"noun:01,2,04,2,11,0,114,",piciformes,2016-01-30T00:39:26.910Z, woodpeckers; jacamars; puffbirds; barbets; honey guides; toucans  
"noun:01,2,04,2,11,0,115,",trogoniformes,2016-01-30T00:39:31.969Z, trogons  
"noun:01,2,04,2,11,0,116,",anseriformes,2016-01-30T00:39:33.272Z, ducks; geese; swans; screamers  
"noun:01,2,04,2,11,0,117,",anseres,2016-01-30T00:39:33.714Z, used in some especially older classifications; coextensive with the family Anatidae  
"noun:01,2,04,2,11,0,118,",monotremata,2016-01-30T00:39:48.706Z, coextensive with the subclass Prototheria  
"noun:01,2,04,2,11,0,119,",marsupialia,2016-01-30T00:39:50.728Z, coextensive with the subclass Metatheria  
"noun:01,2,04,2,11,0,120,",insectivora,2016-01-30T00:40:03.960Z, shrews; moles; hedgehogs; tenrecs  
"noun:01,2,04,2,11,0,121,",lipotyphla,2016-01-30T00:40:04.165Z, moles; hedgehogs; true shrews  
"noun:01,2,04,2,11,0,122,",menotyphla,2016-01-30T00:40:04.360Z, elephant shrews; tree shrews  
"noun:01,2,04,2,11,0,123,",siphonophora,2016-01-30T00:40:27.824Z, marine colonial hydrozoans  
"noun:01,2,04,2,11,0,124,",actiniaria,2016-01-30T00:40:29.980Z, sea anemones  
"noun:01,2,04,2,11,0,125,",alcyonaria,2016-01-30T00:40:30.690Z, corals and sea anemones having eight branches  
"noun:01,2,04,2,11,0,126,",alcyonacea,2016-01-30T00:40:30.891Z, comprising the soft corals  
"noun:01,2,04,2,11,0,127,",gorgonacea,2016-01-30T00:40:31.651Z, red corals and sea fans  
"noun:01,2,04,2,11,0,128,",madreporaria,2016-01-30T00:40:32.656Z, stony corals  
"noun:01,2,04,2,11,0,129,",cydippida,2016-01-30T00:40:36.152Z, ctenophores having two long pinnate tentacles  
"noun:01,2,04,2,11,0,130,",platyctenea,2016-01-30T00:40:36.360Z, an order of Tentaculata  
"noun:01,2,04,2,11,0,131,",cestida,2016-01-30T00:40:37.113Z, ctenophore having short tentacles; one family  
"noun:01,2,04,2,11,0,132,",lobata,2016-01-30T00:40:37.795Z, ctenophore having tentacles only in the immature stage; body compressed vertically having two large oral lobes and four pointed processes  
"noun:01,2,04,2,11,0,133,",nudibranchia,2016-01-30T00:41:03.966Z, comprising numerous marine gastropod mollusks lacking a shell in the adult state and usually having a body like a slug  
"noun:01,2,04,2,11,0,134,",pulmonata,2016-01-30T00:41:05.775Z, large order of gastropods usually breathing by means of a lung-like sac comprising most land snails and slugs and many freshwater snails  
"noun:01,2,04,2,11,0,135,",pectinibranchia,2016-01-30T00:41:06.420Z, large order of gastropods comprising univalve mollusks that have a single gill resembling a comb  
"noun:01,2,04,2,11,0,136,",solenogastres,2016-01-30T00:41:07.984Z, an order of Amphineura  
"noun:01,2,04,2,11,0,137,",myaceae,2016-01-30T00:41:09.789Z, clams  
"noun:01,2,04,2,11,0,138,",octopoda,2016-01-30T00:41:22.544Z, octopuses and paper nautilus  
"noun:01,2,04,2,11,0,139,",decapoda,2016-01-30T00:41:23.960Z, squids and cuttlefishes  
"noun:01,2,04,2,11,0,140,",belemnoidea,2016-01-30T00:41:26.071Z, order of extinct dibranchiate cephalopods related to the surviving spirulas  
"noun:01,2,04,2,11,0,141,",decapoda,2016-01-30T00:41:27.764Z, lobsters; crayfish; crabs; shrimps; prawns  
"noun:01,2,04,2,11,0,142,",brachyura,2016-01-30T00:41:28.011Z, an order of crustaceans (including true crabs) having a reduced abdomen folded against the ventral surface  
"noun:01,2,04,2,11,0,143,",reptantia,2016-01-30T00:41:33.687Z, lobsters; crabs  
"noun:01,2,04,2,11,0,144,",natantia,2016-01-30T00:41:37.254Z, shrimp; prawns; etc.  
"noun:01,2,04,2,11,0,145,",schizopoda,2016-01-30T00:41:39.092Z, in former classifications a division of Malacostraca; superseded by the orders Mysidacea and Euphausiacea  
"noun:01,2,04,2,11,0,146,",euphausiacea,2016-01-30T00:41:39.213Z, small commonly luminescent crustaceans; important element of marine plankton: krill  
"noun:01,2,04,2,11,0,147,",mysidacea,2016-01-30T00:41:39.641Z, opossum shrimp  
"noun:01,2,04,2,11,0,148,",stomatopoda,2016-01-30T00:41:40.492Z, mantis shrimps  
"noun:01,2,04,2,11,0,149,",isopoda,2016-01-30T00:41:41.332Z, woodlice  
"noun:01,2,04,2,11,0,150,",amphipoda,2016-01-30T00:41:43.545Z, small flat-bodied semiterrestrial crustaceans: whale lice; sand-hoppers; skeleton shrimp  
"noun:01,2,04,2,11,0,151,",anostraca,2016-01-30T00:41:46.236Z, small aquatic crustaceans lacking a carapace: fairy shrimps; brine shrimps  
"noun:01,2,04,2,11,0,152,",notostraca,2016-01-30T00:41:46.892Z, small freshwater crustaceans with a shield-shaped carapace  
"noun:01,2,04,2,11,0,153,",branchiura,2016-01-30T00:41:48.842Z, copepods with suctorial mouthparts; parasitic on fishes  
"noun:01,2,04,2,11,0,154,",ciconiiformes,2016-01-30T00:41:52.613Z, order of chiefly tropical marsh-dwelling fish-eating wading birds with long legs and bills and (except for flamingos) unwebbed feet: herons; storks; spoonbills; flamingos; ibises  
"noun:01,2,04,2,11,0,155,",gruiformes,2016-01-30T00:42:05.138Z, inland marsh-dwelling birds with long legs and necks and bills that wade in water in search of food: cranes; rails; bustards  
"noun:01,2,04,2,11,0,156,",otides,2016-01-30T00:42:11.225Z, terrestrial game birds of the Old World and Australia: bustards  
"noun:01,2,04,2,11,0,157,",charadriiformes,2016-01-30T00:42:14.303Z, large diverse order of aquatic birds found along seacoasts and inland waters: shorebirds and coastal diving birds; most feed on anima life  
"noun:01,2,04,2,11,0,158,",charadrii,2016-01-30T00:42:14.702Z, shorebirds: plovers; sandpipers; avocets; phalaropes; coursers; stone curlews  
"noun:01,2,04,2,11,0,159,",limicolae,2016-01-30T00:42:14.904Z, term used in some classifications for migratory shorebirds; coextensive with the Charadrii  
"noun:01,2,04,2,11,0,160,",lari,2016-01-30T00:42:33.442Z, gulls; terns; jaegers; skimmers  
"noun:01,2,04,2,11,0,161,",gaviiformes,2016-01-30T00:42:44.000Z, large aquatic birds: loons and some extinct forms  
"noun:01,2,04,2,11,0,162,",podicipitiformes,2016-01-30T00:42:44.982Z, grebes  
"noun:01,2,04,2,11,0,163,",pelecaniformes,2016-01-30T00:42:47.319Z, pelicans; frigate birds; gannets; cormorants  
"noun:01,2,04,2,11,0,164,",sphenisciformes,2016-01-30T00:42:52.060Z, penguins  
"noun:01,2,04,2,11,0,165,",procellariiformes,2016-01-30T00:42:54.675Z, petrels; albatrosses; shearwaters; diving petrels  
"noun:01,2,04,2,11,0,166,",cetacea,2016-01-30T00:43:00.382Z, an order of Eutheria  
"noun:01,2,04,2,11,0,167,",mysticeti,2016-01-30T00:43:01.026Z, baleen whales: right whales; rorquals; blue whales; humpbacks  
"noun:01,2,04,2,11,0,168,",odontoceti,2016-01-30T00:43:04.531Z, toothed whales: dolphins; porpoises; sperm whales; beaked whales  
"noun:01,2,04,2,11,0,169,",sirenia,2016-01-30T00:43:11.136Z, an animal order including: manatees; dugongs; Steller's sea cow  
"noun:01,2,04,2,11,0,170,",carnivora,2016-01-30T00:43:12.996Z, cats; lions; tigers; panthers; dogs; wolves; jackals; bears; raccoons; skunks; and members of the suborder Pinnipedia  
"noun:01,2,04,2,11,0,171,",pinnipedia,2016-01-30T00:43:13.589Z, seals; sea lions; walruses  
"noun:01,2,04,2,11,0,172,",tubulidentata,2016-01-30T00:43:21.043Z, an order of Eutheria  
"noun:01,2,04,2,11,0,173,",chiroptera,2016-01-30T00:44:19.799Z, an old order dating to early Eocene: bats: suborder Megachiroptera (fruit bats); suborder Microchiroptera (insectivorous bats)  
"noun:01,2,04,2,11,0,174,",megachiroptera,2016-01-30T00:44:20.048Z, fruit bats  
"noun:01,2,04,2,11,0,175,",microchiroptera,2016-01-30T00:44:21.664Z, most of the bats in the world; all bats except fruit bats insectivorous bats  
"noun:01,2,04,2,11,0,176,",mantophasmatodea,2016-01-30T00:44:40.054Z, an order of insect identified in 2002 in a 45 million year old piece of amber from the Baltic region  
"noun:01,2,04,2,11,0,177,",mecoptera,2016-01-30T00:44:40.172Z, an order of carnivorous insects usually having long membranous wings and long beaklike heads with chewing mouths at the tip  
"noun:01,2,04,2,11,0,178,",collembola,2016-01-30T00:44:41.345Z, minute wingless arthropods: springtails  
"noun:01,2,04,2,11,0,179,",protura,2016-01-30T00:44:41.714Z, minute wingless arthropods: telsontails  
"noun:01,2,04,2,11,0,180,",coleoptera,2016-01-30T00:44:42.086Z, beetles  
"noun:01,2,04,2,11,0,181,",embioptera,2016-01-30T00:45:01.248Z, web spinners  
"noun:01,2,04,2,11,0,182,",anoplura,2016-01-30T00:45:01.525Z, sucking lice  
"noun:01,2,04,2,11,0,183,",mallophaga,2016-01-30T00:45:03.522Z, biting lice  
"noun:01,2,04,2,11,0,184,",siphonaptera,2016-01-30T00:45:04.497Z, fleas  
"noun:01,2,04,2,11,0,185,",diptera,2016-01-30T00:45:06.613Z, a large order of insects having a single pair of wings and sucking or piercing mouths; includes true flies and mosquitoes and gnats and crane flies  
"noun:01,2,04,2,11,0,186,",nematocera,2016-01-30T00:45:17.607Z, mosquitoes; fungus gnats; crane flies; gnats; sand flies  
"noun:01,2,04,2,11,0,187,",hymenoptera,2016-01-30T00:45:24.002Z, an order of insects including: bees; wasps; ants; ichneumons; sawflies; gall wasps; etc.  
"noun:01,2,04,2,11,0,188,",isoptera,2016-01-30T00:45:40.889Z," order of social insects that live in colonies, including: termites; often placed in subclass Exopterygota  "
"noun:01,2,04,2,11,0,189,",orthoptera,2016-01-30T00:45:44.258Z, grasshoppers and locusts; crickets  
"noun:01,2,04,2,11,0,190,",phasmida,2016-01-30T00:45:48.448Z, in some classifications considered a suborder of Orthoptera: stick insects; leaf insects  
"noun:01,2,04,2,11,0,191,",dictyoptera,2016-01-30T00:45:49.701Z, in some classifications replaced by the orders (here suborders) Blattodea (cockroaches) and Manteodea (mantids); in former classifications often subsumed under a much broader order Orthoptera  
"noun:01,2,04,2,11,0,192,",blattodea,2016-01-30T00:45:49.933Z, cockroaches; in some classifications considered an order  
"noun:01,2,04,2,11,0,193,",manteodea,2016-01-30T00:45:52.058Z, mantises; in former classifications considered a suborder of Orthoptera  
"noun:01,2,04,2,11,0,194,",hemiptera,2016-01-30T00:45:52.792Z," plant bugs; bedbugs; some true bugs; also includes suborders Heteroptera (true bugs) and Homoptera (e.g., aphids, plant lice and cicadas)  "
"noun:01,2,04,2,11,0,195,",heteroptera,2016-01-30T00:45:56.890Z, true bugs  
"noun:01,2,04,2,11,0,196,",homoptera,2016-01-30T00:46:01.637Z, plant lice (aphids); whiteflies; cicadas; leafhoppers; plant hoppers; scale insects and mealybugs; spittle insects  
"noun:01,2,04,2,11,0,197,",psocoptera,2016-01-30T00:46:15.974Z, an order of insects: includes booklice and bark-lice  
"noun:01,2,04,2,11,0,198,",ephemeroptera,2016-01-30T00:46:17.508Z, mayflies  
"noun:01,2,04,2,11,0,199,",plecoptera,2016-01-30T00:46:18.123Z, stoneflies  
"noun:01,2,04,2,11,0,200,",neuroptera,2016-01-30T00:46:18.532Z, an order of insects including: lacewings; antlions; dobsonflies; alderflies; fish flies; mantispids; spongeflies  
"noun:01,2,04,2,11,0,201,",megaloptera,2016-01-30T00:46:20.399Z, in some classifications considered a separate order: alderflies; dobsonflies; snake flies  
"noun:01,2,04,2,11,0,202,",odonata,2016-01-30T00:46:22.467Z, dragonflies and damselflies  
"noun:01,2,04,2,11,0,203,",anisoptera,2016-01-30T00:46:22.751Z, dragonflies  
"noun:01,2,04,2,11,0,204,",zygoptera,2016-01-30T00:46:23.011Z, damselflies  
"noun:01,2,04,2,11,0,205,",trichoptera,2016-01-30T00:46:23.427Z, an order of insects consisting of caddis flies  
"noun:01,2,04,2,11,0,206,",thysanura,2016-01-30T00:46:24.253Z, firebrats; silverfish; machilids  
"noun:01,2,04,2,11,0,207,",thysanoptera,2016-01-30T00:46:25.897Z, thrips  
"noun:01,2,04,2,11,0,208,",dermaptera,2016-01-30T00:46:26.952Z, earwigs and a few related forms  
"noun:01,2,04,2,11,0,209,",lepidoptera,2016-01-30T00:46:27.858Z, moths and butterflies  
"noun:01,2,04,2,11,0,210,",exocycloida,2016-01-30T00:47:07.846Z, flat sea urchins  
"noun:01,2,04,2,11,0,211,",spatangoida,2016-01-30T00:47:08.281Z, heart-shaped sea urchins  
"noun:01,2,04,2,11,0,212,",lagomorpha,2016-01-30T00:47:12.807Z, rabbits; hares; pikas; formerly considered the suborder Duplicidentata of the order Rodentia  
"noun:01,2,04,2,11,0,213,",rodentia,2016-01-30T00:47:17.376Z, small gnawing animals: porcupines; rats; mice; squirrels; marmots; beavers; gophers; voles; hamsters; guinea pigs; agoutis  
"noun:01,2,04,2,11,0,214,",myomorpha,2016-01-30T00:47:17.785Z, true rats and mice and related rodents  
"noun:01,2,04,2,11,0,215,",hystricomorpha,2016-01-30T00:47:32.368Z, an order of rodents including: porcupines; guinea pigs; chinchillas; etc.  
"noun:01,2,04,2,11,0,216,",sciuromorpha,2016-01-30T00:47:40.093Z, large more or less primitive rodents: squirrels; marmots; gophers; beavers; etc.  
"noun:01,2,04,2,11,0,217,",dinocerata,2016-01-30T00:47:56.807Z, small order of primitive ungulates of the Paleocene and Eocene  
"noun:01,2,04,2,11,0,218,",hyracoidea,2016-01-30T00:47:57.479Z, hyraxes and some extinct animals  
"noun:01,2,04,2,11,0,219,",perissodactyla,2016-01-30T00:47:58.236Z, nonruminant ungulates: horses; tapirs; rhinoceros; extinct forms  
"noun:01,2,04,2,11,0,220,",artiodactyla,2016-01-30T00:48:23.993Z, an order of hooved mammals of the subclass Eutheria (including pigs and peccaries and hippopotami and members of the suborder Ruminantia) having an even number of functional toes  
"noun:01,2,04,2,11,0,221,",ruminantia,2016-01-30T00:48:29.217Z, cattle; bison; sheep; goats; antelopes; deer; chevrotains; giraffes; camels  
"noun:01,2,04,2,11,0,222,",edentata,2016-01-30T00:49:32.302Z, order of mammals having few or no teeth including: New World anteaters; sloths; armadillos  
"noun:01,2,04,2,11,0,223,",xenarthra,2016-01-30T00:49:32.807Z, armadillos; American anteaters; sloths  
"noun:01,2,04,2,11,0,224,",pholidota,2016-01-30T00:49:39.948Z, pangolins; in some former classifications included in the order Edentata  
"noun:01,2,04,2,11,0,225,",primates,2016-01-30T00:49:47.390Z, an animal order including lemurs and tarsiers and monkeys and apes and human beings  
"noun:01,2,04,2,11,0,226,",anthropoidea,2016-01-30T00:49:47.877Z, monkeys; apes; hominids  
"noun:01,2,04,2,11,0,227,",scandentia,2016-01-30T00:50:11.476Z, a small order comprising only the tree shrews: in some classifications tree shrews are considered either primates (and included in the suborder Prosimii) or true insectivores (and included in the order Insectivora)  
"noun:01,2,04,2,11,0,228,",prosimii,2016-01-30T00:50:12.898Z, not used in all classifications; in some classifications considered coextensive with the Lemuroidea; in others includes both Lemuroidea and Tarsioidea  
"noun:01,2,04,2,11,0,229,",lemuroidea,2016-01-30T00:50:13.345Z, Lemuridae; Lorisidae; Daubentoniidae; Indriidae; used in some classifications instead of Prosimii; in others considered a subdivision of Prosimii  
"noun:01,2,04,2,11,0,230,",strepsirhini,2016-01-30T00:50:13.597Z, in some classifications either coextensive with the Lemuroidea or comprising the true lemurs  
"noun:01,2,04,2,11,0,231,",tarsioidea,2016-01-30T00:50:18.304Z, in some classifications assigned to the suborder Prosimii  
"noun:01,2,04,2,11,0,232,",dermoptera,2016-01-30T00:50:19.508Z, flying lemurs  
"noun:01,2,04,2,11,0,233,",proboscidea,2016-01-30T00:50:20.126Z, an order of animals including elephants and mammoths  
"noun:01,2,04,2,11,0,234,",siluriformes,2016-01-30T00:50:35.409Z, an order of fish belonging to the superorder Malacopterygii including catfishes  
"noun:01,2,04,2,11,0,235,",gadiformes,2016-01-30T00:50:39.766Z," cods, haddocks, grenadiers; in some classifications considered equivalent to the order Anacanthini  "
"noun:01,2,04,2,11,0,236,",anacanthini,2016-01-30T00:50:39.968Z, at least partially equivalent to the order Gadiformes in some classifications  
"noun:01,2,04,2,11,0,237,",anguilliformes,2016-01-30T00:50:45.178Z, elongate fishes with pelvic fins and girdle absent or reduced  
"noun:01,2,04,2,11,0,238,",isospondyli,2016-01-30T00:50:48.118Z, most primitive teleost fishes; all are soft-finned: salmon; trout; herring; shad; sardines; anchovies; whitefish; smelts; tarpon  
"noun:01,2,04,2,11,0,239,",osteoglossiformes,2016-01-30T00:51:02.773Z, teleost fish with bony tongues  
"noun:01,2,04,2,11,0,240,",pediculati,2016-01-30T00:51:05.605Z, anglers and batfishes; spiny-finned marine fishes having pectoral fins at the ends of armlike processes and a long movable spine on the dorsal fin to lure prey to the large mouth  
"noun:01,2,04,2,11,0,241,",synentognathi,2016-01-30T00:51:07.520Z, order of fishes having spineless fins; needlefishes; sauries; flying fishes; halfbeaks  
"noun:01,2,04,2,11,0,242,",acanthopterygii,2016-01-30T00:51:09.661Z, teleost fishes having fins with sharp bony rays  
"noun:01,2,04,2,11,0,243,",perciformes,2016-01-30T00:51:10.308Z, one of the largest natural groups of fishes of both marine and fresh water: true perches; basses; tuna  
"noun:01,2,04,2,11,0,244,",percoidea,2016-01-30T00:51:10.500Z, in some classifications nearly or exactly equivalent to the Perciformes which are considered a suborder  
"noun:01,2,04,2,11,0,245,",discocephali,2016-01-30T00:51:29.540Z, small order of fishes comprising the remoras  
"noun:01,2,04,2,11,0,246,",mugiloidea,2016-01-30T00:51:56.406Z, fishes distinguished by abdominal pelvic fins: families Mugilidae; Atherinidae; Sphyraenidae  
"noun:01,2,04,2,11,0,247,",blennioidea,2016-01-30T00:52:07.392Z, blennies; butterfishes; gunnels  
"noun:01,2,04,2,11,0,248,",scombroidea,2016-01-30T00:52:17.322Z, mackerels; tunas; albacores; bonitos; swordfishes; sailfishes  
"noun:01,2,04,2,11,0,249,",ganoidei,2016-01-30T00:52:30.742Z, a group of mostly extinct primitive bony fishes characterized by armor-like bony scales  
"noun:01,2,04,2,11,0,250,",scleroparei,2016-01-30T00:52:33.978Z, scorpionfishes; sculpins; gurnards; greenlings; flying gurnards  
"noun:01,2,04,2,11,0,251,",scorpaenoidea,2016-01-30T00:52:34.118Z, mail-cheeked fishes: scorpionfishes; gurnards  
"noun:01,2,04,2,11,0,252,",plectognathi,2016-01-30T00:52:43.768Z, boxfishes; filefishes; globefishes; ocean sunfishes; triggerfishes; puffers  
"noun:01,2,04,2,11,0,253,",heterosomata,2016-01-30T00:52:47.946Z, flatfishes: halibut; sole; flounder; plaice; turbot; tonguefishes  
"noun:01,2,04,2,11,1,",protoctist order,2016-01-30T00:32:36.109Z, the order of protoctists  
"noun:01,2,04,2,11,1,0,",heterotrichales,2016-01-30T00:33:25.729Z, yellow-green algae with simple or branching filaments; comprising the single family Tribonemaceae  
"noun:01,2,04,2,11,1,1,",laminariales,2016-01-30T00:33:27.344Z, in some classifications coextensive with family Laminariaceae: marine brown algae of cold or polar seas  
"noun:01,2,04,2,11,1,2,",ulvales,2016-01-30T00:33:32.640Z, an order of protoctist  
"noun:01,2,04,2,11,1,3,",volvocales,2016-01-30T00:33:33.135Z, chiefly freshwater green algae; solitary or colonial  
"noun:01,2,04,2,11,1,4,",chlorococcales,2016-01-30T00:33:35.182Z, unicellular green algae that reproduce by spores  
"noun:01,2,04,2,11,1,5,",oedogoniales,2016-01-30T00:33:35.897Z, simple or branched filamentous freshwater green algae  
"noun:01,2,04,2,11,1,6,",charales,2016-01-30T00:33:36.383Z, small order of macroscopic fresh and brackish water algae with a distinct axis: stoneworts  
"noun:01,2,04,2,11,2,",plant order,2016-01-30T03:13:36.104Z, the order of plants  
"noun:01,2,04,2,11,2,00,",anthocerotales,2016-01-30T03:13:38.610Z, hornworts; liverworts having a thalloid gametophyte; in some classification systems included in the class Hepaticopsida  
"noun:01,2,04,2,11,2,01,",andreaeales,2016-01-30T03:13:39.884Z, comprises a single genus: Andreaea  
"noun:01,2,04,2,11,2,02,",bryales,2016-01-30T03:13:40.207Z, category used in some classification systems for mosses having the spore case separated from the capsule wall by a hollow intercellular space  
"noun:01,2,04,2,11,2,03,",dicranales,2016-01-30T03:13:40.419Z, widely distributed order of mosses with erect gametophores and sporophytes at the tips of stems  
